form_index,form_group_id,section_number,part_index,part_count,form_title,website_label,description,source_rows,question_count,total_points,question_number_in_form,source_file,source_sheet,source_row,section,rule,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,points,feedback
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,12,Chapter2_Section2.xlsx,Chapter2_Section2,13,Chapter 2 Section 2,20204,When may a candidate be appointed as a trainee or pupil under Rule 020204?,Where the candidate requires additional professional experience before being regarded as fully qualified for appointment,Where the candidate has already retired from Service,Where the candidate refuses to meet qualification requirements,Where the candidate is being disciplined,A,Where the candidate requires additional professional experience before being regarded as fully qualified for appointment,1,"Correct. Under PSR Rule 020204(a), a candidate may be appointed as trainee or pupil where he requires additional professional experience before he can be regarded as fully qualified for appointment to a specific post."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,13,Chapter2_Section2.xlsx,Chapter2_Section2,14,Chapter 2 Section 2,20204,What is the normal service period for a trainee or pupil under Rule 020204?,Six months,Five years,Two years,Ten years,C,Two years,1,"Correct. Under PSR Rule 020204(a), a trainee or pupil is appointed for a normal service period of two years in the post."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,14,Chapter2_Section2.xlsx,Chapter2_Section2,15,Chapter 2 Section 2,20204,Can the normal two-year trainee or pupil period be reduced?,"Yes, in special circumstances","No, it can never be reduced",Only if the Officer resigns,Only after dismissal,A,"Yes, in special circumstances",1,"Correct. Under PSR Rule 020204(a), the normal two-year trainee or pupil period may be reduced in special circumstances."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,15,Chapter2_Section2.xlsx,Chapter2_Section2,16,Chapter 2 Section 2,20204,"After completing the trainee period, what may happen to the pupil under Rule 020204?",He may be appointed to the full grade on probation,He is automatically dismissed,He is immediately retired,He becomes a political appointee,A,He may be appointed to the full grade on probation,1,"Correct. Under PSR Rule 020204(a), on completion of the trainee period, the pupil may be appointed to the full grade on probation."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,16,Chapter2_Section2.xlsx,Chapter2_Section2,17,Chapter 2 Section 2,20204,"After appointment to full grade on probation, when is the former trainee eligible for confirmation?",Only after fulfilling the conditions laid down in Rule 020302 where applicable,Immediately without any condition,Only after retirement,Only after refusing the prescribed examination,A,Only after fulfilling the conditions laid down in Rule 020302 where applicable,1,"Correct. Under PSR Rule 020204(a), the pupil appointed to the full grade on probation is not eligible for confirmation until he has fulfilled the conditions laid down in Rule 020302 where applicable."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,17,Chapter2_Section2.xlsx,Chapter2_Section2,18,Chapter 2 Section 2,20204,How is a confirmed Officer advanced to a training grade for experience treated under Rule 020204?,As if he had been seconded to the training grade,As dismissed from Service,As newly recruited without record,As absent without leave,A,As if he had been seconded to the training grade,1,"Correct. Under PSR Rule 020204(b), a confirmed Officer advanced to a training grade for necessary experience to qualify for substantive promotion to a senior post is treated as if he had been seconded thereto."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,18,Chapter2_Section2.xlsx,Chapter2_Section2,19,Chapter 2 Section 2,20204,The secondment period for a confirmed Officer advanced to a training grade should not normally exceed what?,The period laid down for the training,Five years after retirement,The Officer’s annual leave period,Thirty-five years of service,A,The period laid down for the training,1,"Correct. Under PSR Rule 020204(b), the period of secondment will not normally exceed the period laid down for the training except with the special advice of the OHCSF."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,19,Chapter2_Section2.xlsx,Chapter2_Section2,20,Chapter 2 Section 2,20204,Whose special advice may allow the training-grade secondment period to exceed the normal training period?,The Office of the Head of the Civil Service of the Federation,The Officer’s neighbour,The Staff Union Treasurer,The private employer,A,The Office of the Head of the Civil Service of the Federation,1,"Correct. Under PSR Rule 020204(b), extension beyond the normal training period may occur only with the special advice of the Office of the Head of the Civil Service of the Federation."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,20,Chapter2_Section2.xlsx,Chapter2_Section2,21,Chapter 2 Section 2,20205,"Except where the FCSC decides otherwise, how are first appointments to pensionable establishment treated?",They are treated as automatic retirement,They are treated as appointments on probation,They are treated as unpaid appointments,They are treated as disciplinary postings,B,They are treated as appointments on probation,1,"Correct. Under PSR Rule 020205, except where the Federal Civil Service Commission decides otherwise, all first appointments to pensionable establishment in posts other than trainee posts will be on probation."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,21,Chapter2_Section2.xlsx,Chapter2_Section2,22,Chapter 2 Section 2,20205,Which first appointments are excluded from the probation rule in Rule 020205?,Trainee posts,All senior posts,All confirmed posts,All medical posts,A,Trainee posts,1,"Correct. Under PSR Rule 020205, first appointments to pensionable establishment other than trainee posts are on probation."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,22,Chapter2_Section2.xlsx,Chapter2_Section2,23,Chapter 2 Section 2,20205,An Officer confirmed in a lower pensionable post and converted to a higher post is treated how under Rule 020205?,He is not regarded as on probation in the higher post,He must start probation again automatically,He becomes unpaid staff,He is deemed to have resigned,A,He is not regarded as on probation in the higher post,1,"Correct. Under PSR Rule 020205, an Officer confirmed in a lower pensionable post is not regarded as on probation in a higher post to which he is converted."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,23,Chapter2_Section2.xlsx,Chapter2_Section2,24,Chapter 2 Section 2,20206,What is the minimum age for eligibility for appointment into the Federal Public Service under Rule 020206?,18 years,16 years,21 years,25 years,A,18 years,1,"Correct. Under PSR Rule 020206(a), every applicant for appointment into the Federal Public Service must not be less than 18 years of age."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,24,Chapter2_Section2.xlsx,Chapter2_Section2,25,Chapter 2 Section 2,20206,What is the maximum age for eligibility for appointment into the Federal Public Service under Rule 020206?,45 years,60 years,50 years,65 years,C,50 years,1,"Correct. Under PSR Rule 020206(a), every applicant must not be more than 50 years of age."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,25,Chapter2_Section2.xlsx,Chapter2_Section2,26,Chapter 2 Section 2,20206,Which qualification requirement is stated under Rule 020206?,Minimum qualification specified in the Schemes of Service including computer proficiency or literacy,Only a verbal recommendation from a friend,Only political endorsement,No qualification is required,A,Minimum qualification specified in the Schemes of Service including computer proficiency or literacy,1,"Correct. Under PSR Rule 020206(b), an applicant must possess the minimum qualification specified in the Schemes of Service, including computer proficiency or literacy."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,26,Chapter2_Section2.xlsx,Chapter2_Section2,27,Chapter 2 Section 2,20206,What medical condition must an applicant satisfy under Rule 020206?,He must be certified medically fit for Public Service by an authorized Healthcare Provider,He must avoid medical examination,He must provide only a private family note,He must submit only an annual leave form,A,He must be certified medically fit for Public Service by an authorized Healthcare Provider,1,"Correct. Under PSR Rule 020206(c), an applicant must be certified by an authorized Healthcare Provider as medically fit for Public Service."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,27,Chapter2_Section2.xlsx,Chapter2_Section2,28,Chapter 2 Section 2,20206,What testimonial is required from an applicant under Rule 020206?,"Testimonial of good conduct from last employer or, if not previously employed, from the last school or college attended",Testimonial from a political campaign office only,Testimonial from a private travel agent,Testimonial from a market association only,A,"Testimonial of good conduct from last employer or, if not previously employed, from the last school or college attended",1,"Correct. Under PSR Rule 020206(d), an applicant must possess a testimonial of good conduct from the last employer or, if not previously employed, from the last school or college attended."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,28,Chapter2_Section2.xlsx,Chapter2_Section2,29,Chapter 2 Section 2,20206,"Under Rule 020206, requisite qualifications must be as provided where?",In the Schemes of Service,In a newspaper advert only,In a political manifesto,In an informal staff list,A,In the Schemes of Service,1,"Correct. Under PSR Rule 020206(e), an applicant must possess requisite qualifications as provided for in the Schemes of Service."
2,ch2-s02-p01,2,1,2,PSR Chapter 2 Section 2 - Part 1,Chapter 2 Section 2 - Part 1,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 1 of 2.",2-30,29,29,29,Chapter2_Section2.xlsx,Chapter2_Section2,30,Chapter 2 Section 2,20206,No Officer shall be appointed into the Federal Public Service without what under Rule 020206?,Authorized establishment and recruitment waiver from the OHCSF,A leave roster only,A private medical bill,A staff union certificate,A,Authorized establishment and recruitment waiver from the OHCSF,1,"Correct. Under PSR Rule 020206(f), no Officer shall be appointed into the Federal Public Service without authorized establishment and recruitment waiver from the Office of the Head of the Civil Service of the Federation."
3,ch2-s02-p02,2,2,2,PSR Chapter 2 Section 2 - Part 2,Chapter 2 Section 2 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 2 of 2.",31-59,29,29,1,Chapter2_Section2.xlsx,Chapter2_Section2,31,Chapter 2 Section 2,20207,When is prior specific approval required before appointing a candidate under Rule 020207?,If the candidate has been convicted of a criminal offence,If the candidate has never worked before,If the candidate has a leave address,If the candidate is below retirement age,A,If the candidate has been convicted of a criminal offence,1,"Correct. Under PSR Rule 020207(a)(i), no candidate shall be appointed without prior specific approval if the candidate has been convicted of a criminal offence."
3,ch2-s02-p02,2,2,2,PSR Chapter 2 Section 2 - Part 2,Chapter 2 Section 2 - Part 2,"Public Service Rules Chapter 2 practice quiz. Section 2, Part 2 of 2.",31-59,29,29,2,Chapter2_Section2.xlsx,Chapter2_Section2,32,Chapter 2 Section 2,20207,Prior specific approval is also required if a candidate was previously employed in Public Service and what happened?,He was dismissed or called upon to resign or retire,He took annual leave,He attended training,He received a posting letter,A,He was dismissed or called upon to resign or retire,1,"Correct. Under PSR Rule 020207(a)(ii), prior specific approval is required if the candidate was previously employed in Public Service and dismissed or called upon to resign or retire."
